panel,panel_index,id,name,L,a,b,R,G,B,measured,notes
purple_blue,25,847,SPA BLUE,,,,,,,false,
purple_blue,26,277,BLUEBERRY,,,,,,,false,
purple_blue,27,1060,CANDY BLUE,,,,,,,false,
purple_blue,28,1285,PERIWINKLE,,,,,,,false,
purple_blue,29,196,BLUE JAY,,,,,,,false,
purple_blue,30,1452,DENIM,,,,,,,false,
purple_blue,31,1123,DRESDEN BLUE,,,,,,,false,
purple_blue,32,1101,DELFT,,,,,,,false,
purple_blue,33,195,EVENING,,,,,,,false,
purple_blue,34,1084,COPEN,,,,,,,false,
purple_blue,35,1058,CADET,,,,,,,false,
purple_blue,36,1336,SLATE,,,,,,,false,
purple_blue,37,1028,BLUE,,,,,,,false,
purple_blue,38,266,BREEZE,,,,,,,false,
purple_blue,39,194,LAKE,,,,,,,false,
purple_blue,40,855,PRAIRIE SKY,,,,,,,false,
purple_blue,41,448,STRATOSPHERE,,,,,,,false,
purple_blue,42,484,ASTRAL,,,,,,,false,
purple_blue,43,1845,HARBOR,,,,,,,false,
purple_blue,44,32,SURF,,,,,,,false,
purple_blue,45,848,BLUEPRINT,,,,,,,false,
purple_blue,46,25,OCEAN,,,,,,,false,
purple_blue,47,455,RIVIERA,,,,,,,false,
purple_blue,48,1218,MARINE,,,,,,,false,
purple_blue,49,1513,SKY,,,,,,,false,
purple_blue,50,1010,BABY BLUE,,,,,,,false,
purple_blue,51,362,DUSTY BLUE,,,,,,,false,
purple_blue,52,444,FOG,,,,,,,false,
purple_blue,53,866,WATERFALL,,,,,,,false,
purple_blue,54,1853,SEASCAPE,,,,,,,false,
purple_blue,55,497,NIAGARA,,,,,,,false,
purple_blue,56,405,ALEGRIA,,,,,,,false,
purple_blue,57,171,WATER,,,,,,,false,
purple_blue,58,864,PARIS BLUE,,,,,,,false,
purple_blue,59,494,MALIBU,,,,,,,false,
purple_blue,60,90,PACIFIC,,,,,,,false,
yellow_green,1,333,SUNFLOWER,,,,,,,false,
yellow_green,2,148,DAFFODIL,,,,,,,false,
yellow_green,3,350,CHEDDAR,,,,,,,false,
yellow_green,4,85,MAC N CHEESE,,,,,,,false,
yellow_green,5,474,GOLDFISH,,,,,,,false,
yellow_green,6,1479,AMBER,,,,,,,false,
yellow_green,7,443,CEDAR,,,,,,,false,
yellow_green,8,1154,GOLD,,,,,,,false,
yellow_green,9,1898,CARAMEL,,,,,,,false,
yellow_green,10,1478,YARROW,,,,,,,false,
yellow_green,11,349,BUTTERSCOTCH,,,,,,,false,
yellow_green,12,1704,OCHRE,,,,,,,false,
yellow_green,13,1481,BANANA,,,,,,,false,
yellow_green,14,1056,BUTTERCUP,,,,,,,false,
yellow_green,15,23,LEMON,,,,,,,false,
yellow_green,16,838,BRIGHT IDEA,,,,,,,false,
yellow_green,17,1077,CITRUS,,,,,,,false,
yellow_green,18,26,CANARY,,,,,,,false,
yellow_green,19,1098,CORN YELLOW,,,,,,,false,
yellow_green,20,840,DUCKLING,,,,,,,false,
yellow_green,21,1835,BANANA PEPPER,,,,,,,false,
yellow_green,22,476,YELLOW,,,,,,,false,
yellow_green,23,1677,CURRY,,,,,,,false,
yellow_green,24,1240,MUSTARD,,,,,,,false,
yellow_green,25,1229,MERINGUE,,,,,,,false,
yellow_green,26,1055,BUTTER,,,,,,,false,
yellow_green,27,1216,MAIZE,,,,,,,false,
yellow_green,28,1846,LEMON ICE,,,,,,,false,
yellow_green,29,1706,CELERY,,,,,,,false,
yellow_green,30,354,ZUCCHINI,,,,,,,false,
yellow_green,31,452,WASABI,,,,,,,false,
yellow_green,32,480,PICKLE,,,,,,,false,
yellow_green,33,347,ARTICHOKE,,,,,,,false,
yellow_green,34,1263,OLIVE,,,,,,,false,
yellow_green,35,441,BONSAI,,,,,,,false,
yellow_green,36,1843,GECKO,,,,,,,false,
yellow_green,37,254,SPROUT,,,,,,,false,
yellow_green,38,842,KEY LIME,,,,,,,false,
yellow_green,39,860,ACID LIME,,,,,,,false,
yellow_green,40,199,CACTUS,,,,,,,false,
yellow_green,41,493,LIMELIGHT,,,,,,,false,
yellow_green,42,1072,CHARTREUSE,,,,,,,false,
yellow_green,43,414,PEAPOD,,,,,,,false,
yellow_green,44,1192,LIME,,,,,,,false,
yellow_green,45,1703,GRASS GREEN,,,,,,,false,
yellow_green,46,317,PERIDOT,,,,,,,false,
yellow_green,47,165,IVY,,,,,,,false,
yellow_green,48,1451,AVOCADO,,,,,,,false,
yellow_green,49,1865,SUMMER PEAR,,,,,,,false,
yellow_green,50,21,HONEY DEW,,,,,,,false,
yellow_green,51,351,GREEN TEA,,,,,,,false,
yellow_green,52,472,CABBAGE,,,,,,,false,
yellow_green,53,144,SOUR APPLE,,,,,,,false,
yellow_green,54,1203,BOTANICAL,,,,,,,false,
yellow_green,55,498,PARROT,,,,,,,false,
yellow_green,56,1188,KIWI,,,,,,,false,
yellow_green,57,411,LEPRECHAUN,,,,,,,false,
yellow_green,58,475,GRASSHOPPER,,,,,,,false,
yellow_green,59,147,JUNGLE,,,,,,,false,
yellow_green,60,453,PESTO,,,,,,,false,
yellow_orange_red,1,449,SUNNY,,,,,,,false,
yellow_orange_red,2,149,PAPAYA,,,,,,,false,
yellow_orange_red,3,1849,NACHO CHEESE,,,,,,,false,
yellow_orange_red,4,1482,SCHOOL BUS,,,,,,,false,
yellow_orange_red,5,1320,SAFFRON,,,,,,,false,
yellow_orange_red,6,1265,ORANGE,,,,,,,false,
yellow_orange_red,7,1839,CLEMENTINE,,,,,,,false,
yellow_orange_red,8,1848,MARMALADE,,,,,,,false,
yellow_orange_red,9,410,KUMQUAT,,,,,,,false,
yellow_orange_red,10,84,PERSIMMON,,,,,,,false,
yellow_orange_red,11,192,MANGO,,,,,,,false,
yellow_orange_red,12,59,CANTALOUPE,,,,,,,false,
yellow_orange_red,13,496,NECTARINE,,,,,,,false,
yellow_orange_red,14,853,ORANGEADE,,,,,,,false,
yellow_orange_red,15,400,CARROT,,,,,,,false,
yellow_orange_red,16,450,TORCH,,,,,,,false,
yellow_orange_red,17,1370,TANGERINE,,,,,,,false,
yellow_orange_red,18,323,FLAME,,,,,,,false,
yellow_orange_red,19,1838,CHILI,,,,,,,false,
yellow_orange_red,20,865,PIMENTO,,,,,,,false,
yellow_orange_red,21,7,TOMATO,,,,,,,false,
yellow_orange_red,22,1194,LIPSTICK,,,,,,,false,
yellow_orange_red,23,1296,POPPY,,,,,,,false,
yellow_orange_red,24,355,CAYENNE,,,,,,,false,
yellow_orange_red,25,1283,PEARL PINK,,,,,,,false,
yellow_orange_red,26,1281,PEACH,,,,,,,false,
yellow_orange_red,27,185,CREAMSICLE,,,,,,,false,
yellow_orange_red,28,1483,SALMON,,,,,,,false,
yellow_orange_red,29,1087,CORAL,,,,,,,false,
yellow_orange_red,30,1308,RED,,,,,,,false,
yellow_orange_red,31,1063,CARDINAL,,,,,,,false,
yellow_orange_red,32,1480,CHINESE RED,,,,,,,false,
yellow_orange_red,33,1551,RICH RED,,,,,,,false,
yellow_orange_red,34,352,RUBY,,,,,,,false,
yellow_orange_red,35,1390,WINE,,,,,,,false,
yellow_orange_red,36,1091,CRIMSON,,,,,,,false,
yellow_orange_red,37,861,BALLET SLIPPER,,,,,,,false,
yellow_orange_red,38,1291,PINK,,,,,,,false,
yellow_orange_red,39,1144,BELLINI,,,,,,,false,
yellow_orange_red,40,1465,DUSTY PEACH,,,,,,,false,
yellow_orange_red,41,274,PRIMROSE,,,,,,,false,
yellow_orange_red,42,1228,MELON,,,,,,,false,
yellow_orange_red,43,190,CAMELLIA,,,,,,,false,
yellow_orange_red,44,419,AZALEA,,,,,,,false,
yellow_orange_red,45,447,PUNCH,,,,,,,false,
yellow_orange_red,46,1384,WATERMELON,,,,,,,false,
yellow_orange_red,47,1295,POMEGRANATE,,,,,,,false,
yellow_orange_red,48,481,SANGRIA,,,,,,,false,
yellow_orange_red,49,189,BABY PINK,,,,,,,false,
yellow_orange_red,50,110,PEONY,,,,,,,false,
yellow_orange_red,51,1225,MED. PINK,,,,,,,false,
yellow_orange_red,52,141,CARNATION,,,,,,,false,
yellow_orange_red,53,261,BUBBLE GUM,,,,,,,false,
yellow_orange_red,54,1062,CANDY PINK,,,,,,,false,
yellow_orange_red,55,845,SASSY PINK,,,,,,,false,
yellow_orange_red,56,1841,DRAGON FRUIT,,,,,,,false,
yellow_orange_red,57,1049,BRT. PINK,,,,,,,false,
yellow_orange_red,58,490,HONEYSUCKLE,,,,,,,false,
yellow_orange_red,59,451,VALENTINE,,,,,,,false,
yellow_orange_red,60,1066,CERISE,,,,,,,false,
